id,full_name,first_name,last_name,is_active
76309,Jim Burns,Jim,Burns,0
197,Scott Burrell,Scott,Burrell,0
76311,Art Burris,Art,Burris,0
675,Junior Burrough,Junior,Burrough,0
76313,Bob Burrow,Bob,Burrow,0
1629126,Deonte Burton,Deonte,Burton,0
76314,Ed Burton,Ed,Burton,0
416,Willie Burton,Willie,Burton,0
76316,Steve Burtt,Steve,Burtt,0
76317,Don Buse,Don,Buse,0
202221,Brian Butch,Brian,Butch,0
76318,Donnie Butcher,Donnie,Butcher,0
76319,Al Butler,Al,Butler,0
2406,Caron Butler,Caron,Butler,0
202364,Da'Sean Butler,Da'Sean,Butler,0
76320,Greg Butler,Greg,Butler,0
2866,Jackie Butler,Jackie,Butler,0
1630215,Jared Butler,Jared,Butler,1
202710,Jimmy Butler,Jimmy,Butler,1
348,Mitchell Butler,Mitchell,Butler,0
2446,Rasual Butler,Rasual,Butler,0
202779,Dwight Buycks,Dwight,Buycks,0
201182,Derrick Byars,Derrick,Byars,0
101115,Andrew Bynum,Andrew,Bynum,0
101198,Will Bynum,Will,Bynum,0
76321,Marty Byrnes,Marty,Byrnes,0
76322,Tommy Byrnes,Tommy,Byrnes,0
76323,Mike Bytzura,Mike,Bytzura,0
2560,Zarko Cabarkapa,Zarko,Cabarkapa,0
76324,Barney Cable,Barney,Cable,0
203998,Bruno Caboclo,Bruno,Caboclo,0
1629719,Devontae Cacok,Devontae,Cacok,0
679,Jason Caffey,Jason,Caffey,0
262,Michael Cage,Michael,Cage,0
1631288,Jamal Cain,Jamal,Cain,1
76326,Gerry Calabrese,Gerry,Calabrese,0
201979,Nick Calathes,Nick,Calathes,0
101181,Jose Calderon,Jose,Calderon,0
154,Adrian Caldwell,Adrian,Caldwell,0
76328,Jim Caldwell,Jim,Caldwell,0
76329,Joe Caldwell,Joe,Caldwell,0
203484,Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,1
76331,Bill Calhoun,Bill,Calhoun,0
76330,Corky Calhoun,Corky,Calhoun,0
76332,Demetrius Calip,Demetrius,Calip,0
76333,Tom Callahan,Tom,Callahan,0
76334,Rick Calloway,Rick,Calloway,0
76335,Ernie Calverley,Ernie,Calverley,0
76336,Mack Calvin,Mack,Calvin,0
76337,Dexter Cambridge,Dexter,Cambridge,0
948,Marcus Camby,Marcus,Camby,0
1630267,Facundo Campazzo,Facundo,Campazzo,0
922,Elden Campbell,Elden,Campbell,0
76338,Tony Campbell,Tony,Campbell,0
203477,Isaiah Canaan,Isaiah,Canaan,0
1628427,Vlatko Cancar,Vlatko,Cancar,1
1629962,Devin Cannady,Devin,Cannady,1
76339,Larry Cannon,Larry,Cannon,0
203991,Clint Capela,Clint,Capela,1
202382,Derrick Caracter,Derrick,Caracter,0
2073,Brian Cardinal,Brian,Cardinal,0
1630176,Vernon Carey Jr.,Vernon,Carey Jr.,1
76340,Howie Carl,Howie,Carl,0
76341,Chet Carlisle,Chet,Carlisle,0
2367,Geno Carlisle,Geno,Carlisle,0
76342,Rick Carlisle,Rick,Carlisle,0
76343,Al Carlson,Al,Carlson,0
76344,Don Carlson,Don,Carlson,0
76345,Bob Carney,Bob,Carney,0
200760,Rodney Carney,Rodney,Carney,0
76346,Bob Carpenter,Bob,Carpenter,0
156,Antoine Carr,Antoine,Carr,0
76348,Austin Carr,Austin,Carr,0
713,Chris Carr,Chris,Carr,0
1757,Cory Carr,Cory,Carr,0
76350,Kenny Carr,Kenny,Carr,0
76351,M.L. Carr,M.L.,Carr,0
76352,Bob Carrington,Bob,Carrington,0
201960,DeMarre Carroll,DeMarre,Carroll,0
76353,Joe Barry Carroll,Joe Barry,Carroll,0
2679,Matt Carroll,Matt,Carroll,0
1131,Jimmy Carruth,Jimmy,Carruth,0
1853,Anthony Carter,Anthony,Carter,0
76355,Butch Carter,Butch,Carter,0
76356,Fred Carter,Fred,Carter,0
76357,George Carter,George,Carter,0
76358,Howard Carter,Howard,Carter,0
76359,Jake Carter,Jake,Carter,0
1628975,Jevon Carter,Jevon,Carter,1
2466,Maurice Carter,Maurice,Carter,0
76360,Reggie Carter,Reggie,Carter,0
76361,Ron Carter,Ron,Carter,0
1713,Vince Carter,Vince,Carter,0
1628976,Wendell Carter Jr.,Wendell,Carter Jr.,1
203487,Michael Carter-Williams,Michael,Carter-Williams,0
76362,Bill Cartwright,Bill,Cartwright,0
76363,Jay Carty,Jay,Carty,0
1627936,Alex Caruso,Alex,Caruso,1
76364,Cornelius Cash,Cornelius,Cash,0
208,Sam Cassell,Sam,Cassell,0
201956,Omri Casspi,Omri,Casspi,0
76365,Harvey Catchings,Harvey,Catchings,0
767,Terry Catledge,Terry,Catledge,0
76367,Sid Catlett,Sid,Catlett,0
1509,Kelvin Cato,Kelvin,Cato,0
76368,Bobby Cattage,Bobby,Cattage,0
1626161,Willie Cauley-Stein,Willie,Cauley-Stein,1
1628505,Troy Caupain,Troy,Caupain,0
190,Duane Causwell,Duane,Causwell,0
1628463,Tyler Cavanaugh,Tyler,Cavanaugh,0
76370,Ron Cavenall,Ron,Cavenall,0
1629958,Ahmad Caver,Ahmad,Caver,0
76,Cedric Ceballos,Cedric,Ceballos,0
1911,John Celestand,John,Celestand,0
76373,Al Cervi,Al,Cervi,0
2763,Lionel Chalmers,Lionel,Chalmers,0
201596,Mario Chalmers,Mario,Chalmers,0
76374,Bill Chamberlain,Bill,Chamberlain,0
76375,Wilt Chamberlain,Wilt,Chamberlain,0
76376,Jerry Chambers,Jerry,Chambers,0
1472,Tom Chambers,Tom,Chambers,0
1630577,Julian Champagnie,Julian,Champagnie,1
1630551,Justin Champagnie,Justin,Champagnie,1
76378,Mike Champion,Mike,Champion,0
1631113,Kennedy Chandler,Kennedy,Chandler,1
2199,Tyson Chandler,Tyson,Chandler,0
201163,Wilson Chandler,Wilson,Chandler,0
76379,Don Chaney,Don,Chaney,0
76380,John Chaney,John,Chaney,0
364,Rex Chapman,Rex,Chapman,0
76382,Len Chappell,Len,Chappell,0
76383,Ken Charles,Ken,Charles,0
76384,Lorenzo Charles,Lorenzo,Charles,0
1629147,Joe Chealey,Joe,Chealey,0
384,Calbert Cheaney,Calbert,Cheaney,0
1629597,Zylan Cheatham,Zylan,Cheatham,1
76385,Maurice Cheeks,Maurice,Cheeks,0
76386,Phil Chenier,Phil,Chenier,0
203805,Will Cherry,Will,Cherry,0
76387,Derrick Chievous,Derrick,Chievous,0
432,Pete Chilcutt,Pete,Chilcutt,0
2735,Josh Childress,Josh,Childress,0
719,Randolph Childress,Randolph,Childress,0
164,Chris Childs,Chris,Childs,0
1629185,Chris Chiozza,Chris,Chiozza,1
76391,Leroy Chollet,Leroy,Chollet,0
76392,Jim Chones,Jim,Chones,0
1627737,Marquese Chriss,Marquese,Chriss,1
76393,Fred Christ,Fred,Christ,0
76394,Cal Christensen,Cal,Christensen,0
76395,Bob Christian,Bob,Christian,0
57,Doug Christie,Doug,Christie,0
1631108,Max Christie,Max,Christie,1
202091,Dionte Christmas,Dionte,Christmas,0
1626176,Rakeem Christmas,Rakeem,Christmas,0
203902,Semaj Christon,Semaj,Christon,0
1630528,Josh Christopher,Josh,Christopher,1
203565,Patrick Christopher,Patrick,Christopher,0
928,Robert Churchwell,Robert,Churchwell,0
76397,Archie Clark,Archie,Clark,0
76398,Carlos Clark,Carlos,Clark,0
201947,Earl Clark,Earl,Clark,0
1629109,Gary Clark,Gary,Clark,0
203546,Ian Clark,Ian,Clark,0
1721,Keon Clark,Keon,Clark,0
1629634,Brandon Clarke,Brandon,Clarke,1
1626262,Coty Clarke,Coty,Clarke,0
203903,Jordan Clarkson,Jordan,Clarkson,1
1628492,Gian Clavell,Gian,Clavell,0
201964,Victor Claver,Victor,Claver,0
1127,Charles Claxton,Charles,Claxton,0
1629651,Nic Claxton,Nic,Claxton,1
2049,Speedy Claxton,Speedy,Claxton,0
76402,Jim Cleamons,Jim,Cleamons,0
2043,Mateen Cleaves,Mateen,Cleaves,0
76403,John Clemens,John,Clemens,0
1629598,Chris Clemons,Chris,Clemons,0
1628499,Antonius Cleveland,Antonius,Cleveland,0
76404,Nat Clifton,Nat,Clifton,0
76406,Bill Closs,Bill,Closs,0
1569,Keith Closs,Keith,Closs,0
76407,Paul Cloyd,Paul,Cloyd,0
76408,Marion Cluggish,Marion,Cluggish,0
76409,Ben Clyde,Ben,Clyde,0
1629599,Amir Coffey,Amir,Coffey,1
76410,Richard Coffey,Richard,Coffey,0
76411,Fred Cofield,Fred,Cofield,0
715,John Coker,John,Coker,0
202708,Norris Cole,Norris,Cole,0
76412,Ben Coleman,Ben,Coleman,0
934,Derrick Coleman,Derrick,Coleman,0
76413,E.C. Coleman,E.C.,Coleman,0
76414,Jack Coleman,Jack,Coleman,0
76415,Norris Coleman,Norris,Coleman,0
902,Bimbo Coles,Bimbo,Coles,0
2044,Jason Collier,Jason,Collier,0
76416,Art Collins,Art,Collins,0
76418,Don Collins,Don,Collins,0
76421,Doug Collins,Doug,Collins,0
1530,James Collins,James,Collins,0
2260,Jarron Collins,Jarron,Collins,0
2215,Jason Collins,Jason,Collins,0
76419,Jimmy Collins,Jimmy,Collins,0
1628381,John Collins,John,Collins,1
200776,Mardy Collins,Mardy,Collins,0
202395,Sherron Collins,Sherron,Collins,0
1628380,Zach Collins,Zach,Collins,1
1627858,Kyle Collinsworth,Kyle,Collinsworth,0
201954,Darren Collison,Darren,Collison,0
2555,Nick Collison,Nick,Collison,0
76422,Joe Colone,Joe,Colone,0
1629045,Bonzie Colson,Bonzie,Colson,0
2173,Sean Colson,Sean,Colson,0
306,Steve Colter,Steve,Colter,0
76425,Leroy Combs,Leroy,Combs,0
76426,Dallas Comegys,Dallas,Comegys,0
76427,Larry Comley,Larry,Comley,0
76428,Gene Conley,Gene,Conley,0
201144,Mike Conley,Mike,Conley,1
76429,Ed Conlin,Ed,Conlin,0
55,Marty Conlon,Marty,Conlon,0
1626192,Pat Connaughton,Pat,Connaughton,1
76431,Lester Conner,Lester,Conner,0
76432,Chuck Connors,Chuck,Connors,0
101215,Will Conroy,Will,Conroy,0
76433,Anthony Cook,Anthony,Cook,0
76434,Bert Cook,Bert,Cook,0
76438,Bobby Cook,Bobby,Cook,0
2567,Brian Cook,Brian,Cook,0
201161,Daequan Cook,Daequan,Cook,0
76435,Darwin Cook,Darwin,Cook,0
76436,Jeff Cook,Jeff,Cook,0
76437,Norm Cook,Norm,Cook,0
2241,Omar Cook,Omar,Cook,0
1626188,Quinn Cook,Quinn,Cook,1
1629076,Tyler Cook,Tyler,Cook,0
1628429,Charles Cooke,Charles,Cooke,0
76439,David Cooke,David,Cooke,0
76440,Joe Cooke,Joe,Cooke,0
204022,Jack Cooley,Jack,Cooley,0
76442,Chuck Cooper,Chuck,Cooper,0
1030,Duane Cooper,Duane,Cooper,0
76443,Joe Cooper,Joe,Cooper,0
76444,Michael Cooper,Michael,Cooper,0
1630536,Sharife Cooper,Sharife,Cooper,1
76441,Wayne Cooper,Wayne,Cooper,0
76446,Tom Copa,Tom,Copa,0
203142,Chris Copeland,Chris,Copeland,0
76447,Hollis Copeland,Hollis,Copeland,0
76448,Lanard Copeland,Lanard,Copeland,0
895,Tyrone Corbin,Tyrone,Corbin,0
76450,Chris Corchiani,Chris,Corchiani,0
76451,Ken Corley,Ken,Corley,0
76452,Ray Corley,Ray,Corley,0
1627822,Petr Cornelie,Petr,Cornelie,0
76453,Dave Corzine,Dave,Corzine,0
76454,Larry Costello,Larry,Costello,0
1627856,Matt Costello,Matt,Costello,0
203955,Bryce Cotton,Bryce,Cotton,0
76456,Jack Cotton,Jack,Cotton,0
1526,James Cotton,James,Cotton,0
76457,John Coughran,John,Coughran,0
76458,Mel Counts,Mel,Counts,0
76459,Steve Courtin,Steve,Courtin,0
1432,Joe Courtney,Joe,Courtney,0
202408,Marcus Cousin,Marcus,Cousin,0
202326,DeMarcus Cousins,DeMarcus,Cousins,0
600003,Bob Cousy,Bob,Cousy,0
203496,Robert Covington,Robert,Covington,1
76462,Dave Cowens,Dave,Cowens,0
76463,John Cox,John,Cox,0
76464,Johnny Cox,Johnny,Cox,0
76465,Wesley Cox,Wesley,Cox,0
203459,Allen Crabbe,Allen,Crabbe,0
1628470,Torrey Craig,Torrey,Craig,1
1544,Chris Crawford,Chris,Crawford,0
76466,Freddie Crawford,Freddie,Crawford,0
2037,Jamal Crawford,Jamal,Crawford,0
201621,Joe Crawford,Joe,Crawford,0
202348,Jordan Crawford,Jordan,Crawford,0
1628249,Mitchell Creek,Mitchell,Creek,0
76468,Jim Creighton,Jim,Creighton,0
76469,Ron Crevier,Ron,Crevier,0
76470,Hal Crisler,Hal,Crisler,0
2343,Joe Crispin,Joe,Crispin,0
76471,Charlie Criss,Charlie,Criss,0
76472,Winston Crite,Winston,Crite,0
201159,Javaris Crittenton,Javaris,Crittenton,0
76473,Dillard Crocker,Dillard,Crocker,0
76474,Jeffrey Crompton,Jeffrey,Crompton,0
76475,Terry Crosby,Terry,Crosby,0
1506,Austin Croshere,Austin,Croshere,0
76476,Jeff Cross,Jeff,Cross,0
76477,Pete Cross,Pete,Cross,0
76478,Russell Cross,Russell,Cross,0
76479,Francis Crossin,Francis,Crossin,0
180,John Crotty,John,Crotty,0
76481,Mark Crow,Mark,Crow,0
76482,Corey Crowder,Corey,Crowder,0
203109,Jae Crowder,Jae,Crowder,1
1630622,Jalen Crutcher,Jalen,Crutcher,1
1629633,Jarrett Culver,Jarrett,Culver,1
1629600,Jarron Cumberland,Jarron,Cumberland,0
76483,Pat Cummings,Pat,Cummings,0
187,Terry Cummings,Terry,Cummings,0
1907,Vonteego Cummings,Vonteego,Cummings,0
76487,Billy Cunningham,Billy,Cunningham,0
1630595,Cade Cunningham,Cade,Cunningham,1
201967,Dante Cunningham,Dante,Cunningham,0
76485,Dick Cunningham,Dick,Cunningham,0
203099,Jared Cunningham,Jared,Cunningham,0
1061,William Cunningham,William,Cunningham,0
76488,Radisav Curcic,Radisav,Curcic,0
76489,Armand Cure,Armand,Cure,0
940,Earl Cureton,Earl,Cureton,0
223,Bill Curley,Bill,Curley,0
76492,Fran Curran,Fran,Curran,0
209,Dell Curry,Dell,Curry,0
2201,Eddy Curry,Eddy,Curry,0
201191,JamesOn Curry,JamesOn,Curry,0
688,Michael Curry,Michael,Curry,0
203552,Seth Curry,Seth,Curry,1
201939,Stephen Curry,Stephen,Curry,1
687,Rastko Cvetkovic,Rastko,Cvetkovic,0
76505,Mike D'Antoni,Mike,D'Antoni,0
76496,Ed Dahler,Ed,Dahler,0
76497,Quintin Dailey,Quintin,Dailey,0
2223,Samuel Dalembert,Samuel,Dalembert,0
76498,Howie Dallmar,Howie,Dallmar,0
956,Erick Dampier,Erick,Dampier,0
76499,Lou Dampier,Lou,Dampier,0
76500,Bob Dandridge,Bob,Dandridge,0
1498,Antonio Daniels,Antonio,Daniels,0
1630700,Dyson Daniels,Dyson,Daniels,1
2845,Erik Daniels,Erik,Daniels,0
1380,Lloyd Daniels,Lloyd,Daniels,0
2605,Marquis Daniels,Marquis,Daniels,0
76502,Mel Daniels,Mel,Daniels,0
203584,Troy Daniels,Troy,Daniels,0
390,Sasha Danilovic,Sasha,Danilovic,0
76504,Adrian Dantley,Adrian,Dantley,0
76506,Henry Darcey,Henry,Darcey,0
76507,Jimmy Darden,Jimmy,Darden,0
212,Yinka Dare,Yinka,Dare,0
76509,Jesse Dark,Jesse,Dark,0
1630268,Nate Darling,Nate,Darling,1
76511,Jimmy Darrow,Jimmy,Darrow,0
203540,Gigi Datome,Gigi,Datome,0
921,Brad Daugherty,Brad,Daugherty,0
1600,Kornel David,Kornel,David,0
201176,Jermareo Davidson,Jermareo,Davidson,0
76514,Bob Davies,Bob,Davies,0
203561,Brandon Davies,Brandon,Davies,0
203076,Anthony Davis,Anthony,Davis,1
213,Antonio Davis,Antonio,Davis,0
76515,Aubrey Davis,Aubrey,Davis,0
1884,Baron Davis,Baron,Davis,0
989,Ben Davis,Ben,Davis,0
76538,Bill Davis,Bill,Davis,0
76533,Bob Davis,Bob,Davis,0
76516,Brad Davis,Brad,Davis,0
76517,Brian Davis,Brian,Davis,0
76518,Charlie Davis,Charlie,Davis,0
76519,Charlie Davis,Charlie,Davis,0
905,Dale Davis,Dale,Davis,0
1627738,Deyonta Davis,Deyonta,Davis,0
76521,Double D Davis,Double D,Davis,0
202334,Ed Davis,Ed,Davis,0
76522,Edward Davis,Edward,Davis,0
1023,Emanual Davis,Emanual,Davis,0
201175,Glen Davis,Glen,Davis,0
76523,Harry Davis,Harry,Davis,0
93,Hubert Davis,Hubert,Davis,0
76524,James Davis,James,Davis,0
76525,Jim Davis,Jim,Davis,0
76526,Johnny Davis,Johnny,Davis,0
1631098,Johnny Davis,Johnny,Davis,1
2668,Josh Davis,Josh,Davis,0
707,Mark Davis,Mark,Davis,0
76528,Mark Davis,Mark,Davis,0
76529,Mel Davis,Mel,Davis,0
76530,Michael Davis,Michael,Davis,0
76531,Mike Davis,Mike,Davis,0
76520,Monti Davis,Monti,Davis,0
200781,Paul Davis,Paul,Davis,0
76532,Ralph Davis,Ralph,Davis,0
1729,Ricky Davis,Ricky,Davis,0
76534,Ron Davis,Ron,Davis,0
1629056,Terence Davis,Terence,Davis,1
426,Terry Davis,Terry,Davis,0
1629093,Tyler Davis,Tyler,Davis,0
76536,Walt Davis,Walt,Davis,0
1453,Walter Davis,Walter,Davis,0
1631120,JD Davison,JD,Davison,1
203958,Andre Dawkins,Andre,Dawkins,0
76539,Darryl Dawkins,Darryl,Dawkins,0
1008,Johnny Dawkins,Johnny,Dawkins,0
76541,Paul Dawkins,Paul,Dawkins,0
1626183,Branden Dawson,Branden,Dawson,0
201286,Eric Dawson,Eric,Dawson,0
76542,Tony Dawson,Tony,Dawson,0
103,Todd Day,Todd,Day,0
201948,Austin Daye,Austin,Daye,0
76543,Darren Daye,Darren,Daye,0
1630620,Darius Days,Darius,Days,1
201986,Nando De Colo,Nando,De Colo,0
76545,Dave DeBusschere,Dave,DeBusschere,0
692,Andrew DeClercq,Andrew,DeClercq,0
1629602,Javin DeLaurier,Javin,DeLaurier,0
76551,Nate DeLong,Nate,DeLong,0
201942,DeMar DeRozan,DeMar,DeRozan,1
76562,Hank DeZonie,Hank,DeZonie,0
76544,Greg Deane,Greg,Deane,0
1630466,Gabriel Deck,Gabriel,Deck,0
203473,Dewayne Dedmon,Dewayne,Dedmon,1
76546,Archie Dees,Archie,Dees,0
143,Terry Dehere,Terry,Dehere,0
76548,Red Dehnert,Red,Dehnert,0
1626214,Bryce Dejean-Jones,Bryce,Dejean-Jones,0
1626155,Sam Dekker,Sam,Dekker,0
219,Vinny Del Negro,Vinny,Del Negro,0
1627098,Malcolm Delaney,Malcolm,Delaney,0
183,Bison Dele,Bison,Dele,0
2568,Carlos Delfino,Carlos,Delfino,0
1629116,Angel Delgado,Angel,Delgado,0
960,Tony Delk,Tony,Delk,0
203521,Matthew Dellavedova,Matthew,Dellavedova,1
76552,Fennis Dembo,Fennis,Dembo,0
76553,Larry Demic,Larry,Demic,0
725,Dell Demps,Dell,Demps,0
76555,George Dempsey,George,Dempsey,0
2736,Luol Deng,Luol,Deng,0
76556,Kenny Dennard,Kenny,Dennard,0
76557,Blaine Denning,Blaine,Denning,0
202458,Justin Dentmon,Justin,Dentmon,0
76558,Randy Denton,Randy,Denton,0
76559,Rod Derline,Rod,Derline,0
1629094,Marcus Derrickson,Marcus,Derrickson,0
76560,Dave Deutsch,Dave,Deutsch,0
76561,Walter Devlin,Walter,Devlin,0
76568,Ernie DiGregorio,Ernie,DiGregorio,0
1628978,Donte DiVincenzo,Donte,DiVincenzo,1
1631217,Moussa Diabate,Moussa,Diabate,1
1629603,Mamadi Diakite,Mamadi,Diakite,1
1760,Derrick Dial,Derrick,Dial,0
1627767,Cheick Diallo,Cheick,Diallo,0
1628977,Hamidou Diallo,Hamidou,Diallo,1
2564,Boris Diaw,Boris,Diaw,0
200821,Yakhouba Diawara,Yakhouba,Diawara,0
200799,Guillermo Diaz,Guillermo,Diaz,0
2424,Dan Dickau,Dan,Dickau,0
2079,Kaniel Dickens,Kaniel,Dickens,0
76563,Henry Dickerson,Henry,Dickerson,0
1722,Michael Dickerson,Michael,Dickerson,0
76564,Derrek Dickey,Derrek,Dickey,0
76565,Dick Dickey,Dick,Dickey,0
101143,Travis Diener,Travis,Diener,0
203476,Gorgui Dieng,Gorgui,Dieng,1
1631172,Ousmane Dieng,Ousmane,Dieng,1
76566,Connie Dierking,Connie,Dierking,0
76567,Coby Dietrick,Coby,Dietrick,0
76569,Mickey Dillard,Mickey,Dillard,0
76570,Bob Dille,Bob,Dille,0
76571,John Dillon,John,Dillon,0
76574,Byron Dinkins,Byron,Dinkins,0
76575,Jackie Dinkins,Jackie,Dinkins,0
76576,Bill Dinwiddie,Bill,Dinwiddie,0
203915,Spencer Dinwiddie,Spencer,Dinwiddie,1
101113,Ike Diogu,Ike,Diogu,0
2205,DeSagana Diop,DeSagana,Diop,0
76577,Terry Dischinger,Terry,Dischinger,0
76578,Fred Diute,Fred,Diute,0
124,Vlade Divac,Vlade,Divac,0
2413,Juan Dixon,Juan,Dixon,0
1059,Aleksandar Djordjevic,Aleksandar,Djordjevic,0
76580,Earl Dodd,Earl,Dodd,0
1720,Michael Doleac,Michael,Doleac,0
76581,Joe Dolhon,Joe,Dolhon,0
76582,Bob Doll,Bob,Doll,0
76583,James Donaldson,James,Donaldson,0
1629029,Luka Doncic,Luka,Doncic,1
76584,Bob Donham,Bob,Donham,0
76586,Billy Donovan,Billy,Donovan,0
76585,Harry Donovan,Harry,Donovan,0
2039,Keyon Dooling,Keyon,Dooling,0
76587,Jacky Dorsey,Jacky,Dorsey,0
201595,Joey Dorsey,Joey,Dorsey,0
1628416,Tyler Dorsey,Tyler,Dorsey,1
1629652,Luguentz Dort,Luguentz,Dort,1
1630245,Ayo Dosunmu,Ayo,Dosunmu,1
1628422,Damyean Dotson,Damyean,Dotson,0
1629653,Devon Dotson,Devon,Dotson,1
200763,Quincy Douby,Quincy,Douby,0
76588,Bruce Douglas,Bruce,Douglas,0
76589,John Douglas,John,Douglas,0
76590,Leon Douglas,Leon,Douglas,0
428,Sherman Douglas,Sherman,Douglas,0
201962,Toney Douglas,Toney,Douglas,0
201604,Chris Douglas-Roberts,Chris,Douglas-Roberts,0
1629635,Sekou Doumbouya,Sekou,Doumbouya,0
76592,Lloyd Dove,Lloyd,Dove,0
202220,Zabian Dowdell,Zabian,Dowdell,0
76593,Bill Downey,Bill,Downey,0
76594,Steve Downing,Steve,Downing,0
1630288,Jeff Dowtin,Jeff,Dowtin,1
76595,Danny Doyle,Danny,Doyle,0
1628495,Milton Doyle,Milton,Doyle,0
1628408,P.J. Dozier,P.J.,Dozier,1
76596,Terry Dozier,Terry,Dozier,0
201609,Goran Dragic,Goran,Dragic,1
204054,Zoran Dragic,Zoran,Dragic,0
1068,Greg Dreiling,Greg,Dreiling,0
1724,Bryce Drew,Bryce,Drew,0
76598,John Drew,John,Drew,0
76599,Larry Drew,Larry,Drew,0
203580,Larry Drew II,Larry,Drew II,0
17,Clyde Drexler,Clyde,Drexler,0
1041,Nate Driggers,Nate,Driggers,0
76603,Terry Driscoll,Terry,Driscoll,0
1542,Predrag Drobnjak,Predrag,Drobnjak,0
76604,Ralph Drollinger,Ralph,Drollinger,0
203083,Andre Drummond,Andre,Drummond,1
76623,Dennis DuVal,Dennis,DuVal,0
1630537,Chris Duarte,Chris,Duarte,1
76605,Dick Duckett,Dick,Duckett,0
404,Kevin Duckworth,Kevin,Duckworth,0
76607,Charles Dudley,Charles,Dudley,0
201,Chris Dudley,Chris,Dudley,0
201162,Jared Dudley,Jared,Dudley,0
76608,Terry Duerod,Terry,Duerod,0
76609,Bob Duffy,Bob,Duffy,0
76610,Bob Duffy,Bob,Duffy,0
2768,Chris Duhon,Chris,Duhon,0
1626251,Duje Dukan,Duje,Dukan,0
1630561,David Duke Jr.,David,Duke Jr.,1
76611,Walter Dukes,Walter,Dukes,0
247,Joe Dumars,Joe,Dumars,0
30,Richard Dumas,Richard,Dumas,0
434,Tony Dumas,Tony,Dumas,0
76615,Andy Duncan,Andy,Duncan,0
1495,Tim Duncan,Tim,Duncan,0
2399,Mike Dunleavy,Mike,Dunleavy,0
76616,Mike Dunleavy,Mike,Dunleavy,0
1627739,Kris Dunn,Kris,Dunn,0
76617,Pat Dunn,Pat,Dunn,0
76618,T.R. Dunn,T.R.,Dunn,0
2648,Ronald Dupree,Ronald,Dupree,0
201142,Kevin Durant,Kevin,Durant,1
1631105,Jalen Duren,Jalen,Duren,1
76619,John Duren,John,Duren,0
1090,Pat Durham,Pat,Durham,0
76621,Devin Durrant,Devin,Durrant,0
76622,Ken Durrett,Ken,Durrett,0
1631347,Anthony Duruji,Anthony,Duruji,1
1628979,Trevon Duval,Trevon,Duval,0
76624,Jack Dwan,Jack,Dwan,0
76625,Craig Dykema,Craig,Dykema,0
76626,Gene Dyker,Gene,Dyker,0
202406,Jerome Dyson,Jerome,Dyson,0
289,Ledell Eackles,Ledell,Eackles,0
76628,Jim Eakins,Jim,Eakins,0
768,Acie Earl,Acie,Earl,0
76630,Ed Earle,Ed,Earle,0
203921,Cleanthony Early,Cleanthony,Early,0
1631106,Tari Eason,Tari,Eason,1
76631,Mark Eaton,Mark,Eaton,0
76632,Jerry Eaves,Jerry,Eaves,0
202365,Devin Ebanks,Devin,Ebanks,0
76633,Bill Ebben,Bill,Ebben,0
76634,Al Eberhard,Al,Eberhard,0
2569,Ndudi Ebi,Ndudi,Ebi,0
1630693,Jaime Echenique,Jaime,Echenique,0
204067,Jarell Eddie,Jarell,Eddie,0
76635,Patrick Eddie,Patrick,Eddie,0
76636,Thomas Eddleman,Thomas,Eddleman,0
76637,Kent Edelin,Kent,Edelin,0
76638,Keith Edmonson,Keith,Edmonson,0
721,Tyus Edney,Tyus,Edney,0
1630162,Anthony Edwards,Anthony,Edwards,1
76646,Bill Edwards,Bill,Edwards,0
898,Blue Edwards,Blue,Edwards,0
1629035,Carsen Edwards,Carsen,Edwards,0
2451,Corsley Edwards,Corsley,Edwards,0
346,Doug Edwards,Doug,Edwards,0
76641,Franklin Edwards,Franklin,Edwards,0
229,James Edwards,James,Edwards,0
76643,Jay Edwards,Jay,Edwards,0
2823,John Edwards,John,Edwards,0
1630556,Kessler Edwards,Kessler,Edwards,1
236,Kevin Edwards,Kevin,Edwards,0
1630306,Rob Edwards,Rob,Edwards,0
202197,Shane Edwards,Shane,Edwards,0
1629053,Vincent Edwards,Vincent,Edwards,0
76647,Johnny Egan,Johnny,Egan,0
76648,Lonnie Eggleston,Lonnie,Eggleston,0
76649,Eddie Ehlers,Eddie,Ehlers,0
378,Craig Ehlo,Craig,Ehlo,0
76651,Dick Eichhorst,Dick,Eichhorst,0
458,Howard Eisley,Howard,Eisley,0
1918,Obinna Ekezie,Obinna,Ekezie,0
2064,Khalid El-Amin,Khalid,El-Amin,0
76653,Don Eliason,Don,Eliason,0
53,Mario Elie,Mario,Elie,0
1629604,CJ Elleby,CJ,Elleby,1
76655,Ray Ellefson,Ray,Ellefson,0
1627740,Henry Ellenson,Henry,Ellenson,0
201961,Wayne Ellington,Wayne,Ellington,0
76656,Bob Elliott,Bob,Elliott,0
251,Sean Elliott,Sean,Elliott,0
76658,Alexander Ellis,Alexander,Ellis,0
76664,Bo Ellis,Bo,Ellis,0
107,Dale Ellis,Dale,Ellis,0
1677,Harold Ellis,Harold,Ellis,0
76661,Joe Ellis,Joe,Ellis,0
1631165,Keon Ellis,Keon,Ellis,1
111,LaPhonso Ellis,LaPhonso,Ellis,0
1034,LeRon Ellis,LeRon,Ellis,0
76663,Leroy Ellis,Leroy,Ellis,0
